citizen_id,scheme_id,scheme_name,age,gender,state,caste_category,occupation,annual_income,is_rural,is_bpl,is_govt_employee,is_income_tax_payer,is_urban_resident,has_aadhaar,has_pan_card,has_bank_account,has_aadhaar_linked_bank,has_land_records,has_land_proof,has_bpl_card,has_secc_registration,has_mobile,has_photo,has_business_proof,has_bank_statements,eligible,readiness_score,missing_docs_count,missing_conditions_count,missing_docs,missing_conditions
CIT05459,PMJDY-002,PMJDY,25,male,Rajasthan,ST,small_business,709693,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,73.3,1,1,mobile,income_too_high
CIT05460,PM-KISAN-001,PM-KISAN,35,other,Madhya Pradesh,OBC,unemployed,105168,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,65.0,2,1,land_records|bank_account,occupation_mismatch
CIT05461,PM-KISAN-001,PM-KISAN,73,other,Jharkhand,General,small_business,318955,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,55.0,2,2,land_records|bank_account,income_too_high|occupation_mismatch
CIT05462,PMAY-003,PMAY-G,70,male,West Bengal,SC,daily_wage_worker,62787,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,90.0,1,0,secc_registration,none
CIT05463,MUDRA-005,PM-MUDRA,47,female,Assam,OBC,private_employee,532907,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,80.0,1,1,business_proof,occupation_mismatch
CIT05464,PM-KISAN-001,PM-KISAN,76,female,West Bengal,OBC,farmer,47365,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,75.0,2,0,land_records|bank_account,none
CIT05465,PM-KISAN-001,PM-KISAN,14,female,Telangana,ST,small_business,333881,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,57.5,1,3,land_records,age_not_in_range_18_99|income_too_high|occupation_mismatch
CIT05466,PM-KISAN-001,PM-KISAN,20,female,Telangana,General,small_business,444806,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,42.5,3,2,aadhaar|land_records|bank_account,income_too_high|occupation_mismatch
CIT05467,MUDRA-005,PM-MUDRA,74,other,Gujarat,General,private_employee,275891,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,60.0,2,2,aadhaar|business_proof,age_not_in_range_18_65|occupation_mismatch
CIT05468,PMAY-003,PMAY-G,63,female,Tamil Nadu,OBC,private_employee,500848,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,40.0,3,3,bpl_card|land_proof|secc_registration,income_too_high|excluded_urban_resident|bpl_required
CIT05469,PMAY-003,PMAY-G,47,female,Odisha,OBC,farmer,211057,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,50.0,3,2,bpl_card|bank_account|secc_registration,income_too_high|bpl_required
CIT05470,PMAY-003,PMAY-G,75,female,Madhya Pradesh,SC,unemployed,50839,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,90.0,1,0,bank_account,none
CIT05471,PMSBY-004,PMSBY,14,male,Odisha,SC,entrepreneur,264746,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,90.0,0,1,none,age_not_in_range_18_70
CIT05472,PMJDY-002,PMJDY,17,other,Punjab,SC,small_business,478395,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,83.3,1,0,mobile,none
CIT05473,PMJDY-002,PMJDY,64,male,Gujarat,OBC,daily_wage_worker,93545,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,100.0,0,0,none,none
CIT05474,MUDRA-005,PM-MUDRA,21,other,Odisha,SC,student,15943,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,60.0,3,1,pan_card|business_proof|bank_statements,occupation_mismatch
CIT05475,MUDRA-005,PM-MUDRA,12,male,Bihar,OBC,farmer,48755,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,50.0,3,2,pan_card|business_proof|bank_statements,age_not_in_range_18_65|occupation_mismatch
CIT05476,MUDRA-005,PM-MUDRA,52,other,Madhya Pradesh,OBC,private_employee,482185,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,80.0,1,1,business_proof,occupation_mismatch
CIT05477,MUDRA-005,PM-MUDRA,53,female,Tamil Nadu,General,farmer,112418,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,80.0,1,1,business_proof,occupation_mismatch
CIT05478,MUDRA-005,PM-MUDRA,74,female,Tamil Nadu,ST,self_employed,130025,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,60.0,3,1,pan_card|business_proof|bank_statements,age_not_in_range_18_65
CIT05479,PM-KISAN-001,PM-KISAN,29,female,Maharashtra,General,student,17204,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,77.5,1,1,land_records,occupation_mismatch
CIT05480,PMSBY-004,PMSBY,60,other,Madhya Pradesh,General,government_employee,543586,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,100.0,0,0,none,none
CIT05481,PMAY-003,PMAY-G,39,other,West Bengal,OBC,unemployed,144676,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,60.0,3,1,bpl_card|bank_account|secc_registration,bpl_required
CIT05482,MUDRA-005,PM-MUDRA,70,female,Rajasthan,OBC,small_business,654780,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,80.0,1,1,pan_card,age_not_in_range_18_65
CIT05483,PMSBY-004,PMSBY,51,female,Madhya Pradesh,SC,self_employed,394831,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,100.0,0,0,none,none
CIT05484,PMSBY-004,PMSBY,10,female,Uttar Pradesh,OBC,homemaker,432156,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,90.0,0,1,none,age_not_in_range_18_70
CIT05485,MUDRA-005,PM-MUDRA,60,male,West Bengal,OBC,homemaker,339610,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,70.0,2,1,business_proof|bank_statements,occupation_mismatch
CIT05486,MUDRA-005,PM-MUDRA,36,other,Assam,General,unemployed,189242,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,60.0,3,1,pan_card|business_proof|bank_statements,occupation_mismatch
CIT05487,MUDRA-005,PM-MUDRA,75,other,Punjab,General,farmer,91256,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,70.0,1,2,business_proof,age_not_in_range_18_65|occupation_mismatch
CIT05488,PM-KISAN-001,PM-KISAN,67,female,Rajasthan,General,homemaker,196738,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,77.5,1,1,land_records,occupation_mismatch
CIT05489,MUDRA-005,PM-MUDRA,39,other,Tamil Nadu,OBC,self_employed,254386,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,70.0,3,0,pan_card|business_proof|bank_statements,none
CIT05490,PM-KISAN-001,PM-KISAN,54,other,Madhya Pradesh,OBC,unemployed,96794,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,77.5,1,1,land_records,occupation_mismatch
CIT05491,MUDRA-005,PM-MUDRA,73,female,Maharashtra,ST,daily_wage_worker,146877,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,60.0,2,2,pan_card|business_proof,age_not_in_range_18_65|occupation_mismatch
CIT05492,PM-KISAN-001,PM-KISAN,61,other,Bihar,OBC,government_employee,1080160,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,57.5,1,3,land_records,income_too_high|occupation_mismatch|excluded_govt_employee
CIT05493,PMJDY-002,PMJDY,55,female,Madhya Pradesh,SC,homemaker,208368,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,100.0,0,0,none,none
CIT05494,PMSBY-004,PMSBY,47,female,Tamil Nadu,OBC,unemployed,156950,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,66.7,2,0,aadhaar_linked_bank|mobile,none
CIT05495,PM-KISAN-001,PM-KISAN,17,female,Uttar Pradesh,OBC,daily_wage_worker,120208,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,55.0,2,2,land_records|mobile,age_not_in_range_18_99|occupation_mismatch
CIT05496,PMJDY-002,PMJDY,21,female,Odisha,General,homemaker,480597,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,100.0,0,0,none,none
CIT05497,PM-KISAN-001,PM-KISAN,36,other,Tamil Nadu,ST,government_employee,845660,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,47.5,1,4,land_records,income_too_high|occupation_mismatch|excluded_govt_employee|excluded_income_tax_payer
CIT05498,MUDRA-005,PM-MUDRA,67,male,Rajasthan,OBC,small_business,584657,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,70.0,2,1,bank_statements|photo,age_not_in_range_18_65
CIT05499,PMSBY-004,PMSBY,33,other,Rajasthan,SC,self_employed,97788,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,83.3,1,0,aadhaar_linked_bank,none
CIT05500,PMSBY-004,PMSBY,31,female,Madhya Pradesh,SC,government_employee,578769,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,66.7,2,0,aadhaar_linked_bank|mobile,none
CIT05501,PMAY-003,PMAY-G,48,male,Maharashtra,OBC,self_employed,540299,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,60.0,2,2,bpl_card|secc_registration,income_too_high|bpl_required
CIT05502,PMJDY-002,PMJDY,44,female,Karnataka,SC,entrepreneur,204736,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,83.3,1,0,aadhaar,none
CIT05503,MUDRA-005,PM-MUDRA,45,male,Gujarat,General,homemaker,493997,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,70.0,2,1,business_proof|photo,occupation_mismatch
CIT05504,PMJDY-002,PMJDY,79,female,Uttar Pradesh,SC,entrepreneur,286790,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,83.3,1,0,mobile,none
CIT05505,PMJDY-002,PMJDY,11,female,Jharkhand,SC,homemaker,449825,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,100.0,0,0,none,none
CIT05506,PMJDY-002,PMJDY,40,female,Tamil Nadu,SC,farmer,75792,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,83.3,1,0,aadhaar,none
CIT05507,PMSBY-004,PMSBY,64,male,Bihar,OBC,student,18725,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,50.0,3,0,aadhaar_linked_bank|aadhaar|mobile,none
CIT05508,PMAY-003,PMAY-G,31,female,Maharashtra,OBC,government_employee,541944,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,60.0,2,2,bpl_card|secc_registration,income_too_high|bpl_required
CIT05509,PM-KISAN-001,PM-KISAN,16,male,West Bengal,General,self_employed,190266,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,67.5,1,2,land_records,age_not_in_range_18_99|occupation_mismatch
CIT05510,MUDRA-005,PM-MUDRA,29,male,Punjab,OBC,daily_wage_worker,208347,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,70.0,2,1,pan_card|business_proof,occupation_mismatch
CIT05511,MUDRA-005,PM-MUDRA,80,other,Tamil Nadu,SC,entrepreneur,402216,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,60.0,3,1,pan_card|business_proof|bank_statements,age_not_in_range_18_65
CIT05512,PMJDY-002,PMJDY,57,female,Tamil Nadu,OBC,self_employed,674407,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,73.3,1,1,mobile,income_too_high
CIT05513,PMJDY-002,PMJDY,78,male,Gujarat,OBC,private_employee,349935,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,66.7,2,0,aadhaar|mobile,none
CIT05514,PMSBY-004,PMSBY,71,other,Telangana,OBC,farmer,176639,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,73.3,1,1,aadhaar_linked_bank,age_not_in_range_18_70
CIT05515,PMAY-003,PMAY-G,17,male,Karnataka,General,self_employed,583201,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,40.0,3,3,bpl_card|land_proof|secc_registration,age_not_in_range_18_99|income_too_high|bpl_required
CIT05516,PM-KISAN-001,PM-KISAN,38,other,Jharkhand,OBC,small_business,397202,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,42.5,3,2,land_records|bank_account|mobile,income_too_high|occupation_mismatch
CIT05517,PMJDY-002,PMJDY,66,female,Odisha,SC,private_employee,175270,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,100.0,0,0,none,none
CIT05518,PMSBY-004,PMSBY,16,female,Haryana,ST,student,28759,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,73.3,1,1,aadhaar_linked_bank,age_not_in_range_18_70
CIT05519,MUDRA-005,PM-MUDRA,79,male,Haryana,General,student,25312,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,60.0,2,2,pan_card|business_proof,age_not_in_range_18_65|occupation_mismatch
CIT05520,PMSBY-004,PMSBY,34,male,Uttar Pradesh,OBC,private_employee,563306,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,83.3,1,0,aadhaar_linked_bank,none
CIT05521,PMAY-003,PMAY-G,43,male,Odisha,OBC,student,21492,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,40.0,4,2,bpl_card|bank_account|land_proof|secc_registration,excluded_urban_resident|bpl_required
CIT05522,PMSBY-004,PMSBY,72,male,Uttar Pradesh,General,self_employed,783543,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,90.0,0,1,none,age_not_in_range_18_70
CIT05523,PMSBY-004,PMSBY,17,female,Jharkhand,OBC,self_employed,516767,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,73.3,1,1,aadhaar_linked_bank,age_not_in_range_18_70
CIT05524,PMAY-003,PMAY-G,16,other,Tamil Nadu,SC,entrepreneur,318140,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,40.0,3,3,bpl_card|bank_account|secc_registration,age_not_in_range_18_99|income_too_high|bpl_required
CIT05525,PMJDY-002,PMJDY,41,female,Madhya Pradesh,OBC,student,30167,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,100.0,0,0,none,none
CIT05526,PMSBY-004,PMSBY,44,other,Bihar,General,government_employee,659653,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,83.3,1,0,aadhaar_linked_bank,none
CIT05527,PM-KISAN-001,PM-KISAN,18,female,Maharashtra,General,small_business,737558,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,42.5,3,2,land_records|bank_account|mobile,income_too_high|occupation_mismatch
CIT05528,PMAY-003,PMAY-G,24,male,Punjab,General,farmer,63101,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,80.0,2,0,aadhaar|bpl_card,none
CIT05529,PMSBY-004,PMSBY,51,other,West Bengal,SC,student,23901,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,83.3,1,0,aadhaar_linked_bank,none
CIT05530,MUDRA-005,PM-MUDRA,68,other,Telangana,General,daily_wage_worker,75065,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,60.0,2,2,business_proof|bank_statements,age_not_in_range_18_65|occupation_mismatch
CIT05531,PM-KISAN-001,PM-KISAN,56,male,Gujarat,ST,daily_wage_worker,152289,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,77.5,1,1,land_records,occupation_mismatch
CIT05532,PM-KISAN-001,PM-KISAN,17,male,Maharashtra,OBC,farmer,211754,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,67.5,1,2,bank_account,age_not_in_range_18_99|income_too_high
CIT05533,PMSBY-004,PMSBY,71,female,Karnataka,OBC,small_business,355457,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,90.0,0,1,none,age_not_in_range_18_70
CIT05534,PMSBY-004,PMSBY,78,female,West Bengal,OBC,homemaker,214446,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,90.0,0,1,none,age_not_in_range_18_70
CIT05535,PM-KISAN-001,PM-KISAN,64,other,Telangana,ST,farmer,179908,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,87.5,1,0,bank_account,none
CIT05536,PMJDY-002,PMJDY,14,male,West Bengal,General,student,14514,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,83.3,1,0,mobile,none
CIT05537,PMSBY-004,PMSBY,65,female,Haryana,OBC,government_employee,989958,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,100.0,0,0,none,none
CIT05538,PMJDY-002,PMJDY,35,male,Madhya Pradesh,SC,daily_wage_worker,32872,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,100.0,0,0,none,none
CIT05539,PMSBY-004,PMSBY,28,other,Odisha,OBC,self_employed,796124,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,66.7,2,0,aadhaar_linked_bank|aadhaar,none
CIT05540,PMAY-003,PMAY-G,36,other,West Bengal,OBC,self_employed,199440,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,40.0,3,3,bpl_card|land_proof|secc_registration,income_too_high|excluded_urban_resident|bpl_required
CIT05541,PMSBY-004,PMSBY,19,female,Tamil Nadu,OBC,student,33536,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,83.3,1,0,aadhaar_linked_bank,none
CIT05542,PM-KISAN-001,PM-KISAN,23,male,Uttar Pradesh,OBC,entrepreneur,461637,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,55.0,2,2,land_records|mobile,income_too_high|occupation_mismatch
CIT05543,PMJDY-002,PMJDY,77,male,Karnataka,SC,homemaker,194786,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,100.0,0,0,none,none
CIT05544,MUDRA-005,PM-MUDRA,14,male,Jharkhand,General,unemployed,113203,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,50.0,3,2,pan_card|business_proof|bank_statements,age_not_in_range_18_65|occupation_mismatch
CIT05545,MUDRA-005,PM-MUDRA,78,male,Rajasthan,General,homemaker,296387,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,70.0,1,2,business_proof,age_not_in_range_18_65|occupation_mismatch
CIT05546,PMJDY-002,PMJDY,55,other,Jharkhand,OBC,private_employee,549680,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,90.0,0,1,none,income_too_high
CIT05547,PMAY-003,PMAY-G,18,other,Telangana,OBC,student,25971,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,50.0,4,1,aadhaar|bpl_card|bank_account|secc_registration,bpl_required
CIT05548,PMSBY-004,PMSBY,11,female,Rajasthan,General,small_business,788997,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,90.0,0,1,none,age_not_in_range_18_70
CIT05549,PMAY-003,PMAY-G,14,other,Uttar Pradesh,OBC,entrepreneur,132525,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,40.0,4,2,bpl_card|bank_account|land_proof|secc_registration,age_not_in_range_18_99|bpl_required
CIT05550,MUDRA-005,PM-MUDRA,69,female,Odisha,General,farmer,86843,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,50.0,3,2,pan_card|business_proof|bank_statements,age_not_in_range_18_65|occupation_mismatch
CIT05551,PM-KISAN-001,PM-KISAN,60,male,Bihar,SC,homemaker,577188,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,57.5,1,3,land_records,income_too_high|occupation_mismatch|excluded_income_tax_payer
CIT05552,PMSBY-004,PMSBY,59,female,Maharashtra,General,entrepreneur,158278,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,83.3,1,0,aadhaar_linked_bank,none
CIT05553,PMJDY-002,PMJDY,63,male,Maharashtra,OBC,small_business,736391,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,73.3,1,1,mobile,income_too_high
CIT05554,PMAY-003,PMAY-G,77,male,Odisha,OBC,small_business,560291,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,40.0,4,2,bpl_card|bank_account|land_proof|secc_registration,income_too_high|bpl_required
CIT05555,PMJDY-002,PMJDY,31,other,Telangana,OBC,government_employee,1067111,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,73.3,1,1,photo,income_too_high
CIT05556,PMSBY-004,PMSBY,79,female,Gujarat,General,small_business,660088,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,90.0,0,1,none,age_not_in_range_18_70
CIT05557,PM-KISAN-001,PM-KISAN,68,other,Bihar,ST,homemaker,440094,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,67.5,1,2,land_records,income_too_high|occupation_mismatch
CIT05558,PM-KISAN-001,PM-KISAN,61,female,Gujarat,ST,student,45388,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,52.5,3,1,aadhaar|land_records|bank_account,occupation_mismatch
CIT05559,PM-KISAN-001,PM-KISAN,41,other,Madhya Pradesh,SC,self_employed,628427,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,57.5,1,3,land_records,income_too_high|occupation_mismatch|excluded_income_tax_payer
CIT05560,PMJDY-002,PMJDY,36,other,Uttar Pradesh,OBC,government_employee,582956,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,73.3,1,1,photo,income_too_high
CIT05561,PMAY-003,PMAY-G,78,other,Jharkhand,SC,homemaker,453302,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,50.0,3,2,aadhaar|bpl_card|secc_registration,income_too_high|bpl_required
CIT05562,PM-KISAN-001,PM-KISAN,56,other,Telangana,SC,private_employee,169305,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,65.0,2,1,land_records|bank_account,occupation_mismatch
CIT05563,PMAY-003,PMAY-G,27,female,Bihar,OBC,private_employee,306925,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,40.0,3,3,bpl_card|land_proof|secc_registration,income_too_high|excluded_urban_resident|bpl_required
CIT05564,PM-KISAN-001,PM-KISAN,12,other,Karnataka,ST,entrepreneur,467648,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,57.5,1,3,land_records,age_not_in_range_18_99|income_too_high|occupation_mismatch
CIT05565,MUDRA-005,PM-MUDRA,29,other,Tamil Nadu,OBC,small_business,450613,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,90.0,1,0,photo,none
CIT05566,PMJDY-002,PMJDY,15,female,Odisha,OBC,self_employed,657135,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,90.0,0,1,none,income_too_high
CIT05567,PMJDY-002,PMJDY,25,female,West Bengal,General,homemaker,428641,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,50.0,3,0,aadhaar|photo|mobile,none
CIT05568,PMAY-003,PMAY-G,64,female,West Bengal,General,student,20102,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,50.0,3,2,bpl_card|land_proof|secc_registration,excluded_urban_resident|bpl_required
CIT05569,PM-KISAN-001,PM-KISAN,52,female,Bihar,OBC,self_employed,292031,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,55.0,2,2,land_records|bank_account,income_too_high|occupation_mismatch
CIT05570,PMSBY-004,PMSBY,22,other,West Bengal,General,homemaker,232763,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,100.0,0,0,none,none
CIT05571,PM-KISAN-001,PM-KISAN,11,other,Gujarat,General,unemployed,45542,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,55.0,2,2,land_records|bank_account,age_not_in_range_18_99|occupation_mismatch
CIT05572,PMAY-003,PMAY-G,19,male,Bihar,SC,farmer,91792,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,90.0,1,0,bank_account,none
CIT05573,PMSBY-004,PMSBY,52,female,Odisha,OBC,self_employed,456452,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,66.7,2,0,aadhaar_linked_bank|mobile,none
CIT05574,PM-KISAN-001,PM-KISAN,71,male,Gujarat,SC,student,20930,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,65.0,2,1,land_records|bank_account,occupation_mismatch
CIT05575,PMSBY-004,PMSBY,67,female,Madhya Pradesh,General,homemaker,331001,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,100.0,0,0,none,none
CIT05576,PMJDY-002,PMJDY,37,other,Gujarat,OBC,self_employed,345891,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,83.3,1,0,mobile,none
CIT05577,PMSBY-004,PMSBY,15,female,Odisha,OBC,farmer,127211,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,73.3,1,1,aadhaar_linked_bank,age_not_in_range_18_70
CIT05578,PMJDY-002,PMJDY,22,other,Tamil Nadu,OBC,government_employee,332420,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,100.0,0,0,none,none
CIT05579,PMAY-003,PMAY-G,71,other,Bihar,OBC,self_employed,469604,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,40.0,3,3,bpl_card|land_proof|secc_registration,income_too_high|excluded_urban_resident|bpl_required
CIT05580,MUDRA-005,PM-MUDRA,58,male,Tamil Nadu,General,government_employee,942216,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,50.0,3,2,pan_card|business_proof|bank_statements,occupation_mismatch|excluded_govt_employee
CIT05581,PMAY-003,PMAY-G,31,male,Jharkhand,SC,private_employee,522423,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,40.0,3,3,bpl_card|land_proof|secc_registration,income_too_high|excluded_urban_resident|bpl_required
CIT05582,PMAY-003,PMAY-G,66,male,Jharkhand,OBC,self_employed,93293,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,70.0,2,1,land_proof|secc_registration,excluded_urban_resident
CIT05583,PMAY-003,PMAY-G,15,male,Odisha,General,self_employed,377097,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,50.0,2,3,bpl_card|secc_registration,age_not_in_range_18_99|income_too_high|bpl_required
CIT05584,PMSBY-004,PMSBY,12,other,Telangana,General,self_employed,438048,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,73.3,1,1,aadhaar_linked_bank,age_not_in_range_18_70
CIT05585,PMSBY-004,PMSBY,55,other,Rajasthan,OBC,homemaker,443373,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,100.0,0,0,none,none
CIT05586,MUDRA-005,PM-MUDRA,68,other,Telangana,OBC,entrepreneur,748127,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,80.0,1,1,bank_statements,age_not_in_range_18_65
CIT05587,PMAY-003,PMAY-G,32,male,Assam,SC,homemaker,559099,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,40.0,3,3,bpl_card|land_proof|secc_registration,income_too_high|excluded_urban_resident|bpl_required
